,Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
1094,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1418,117.4,174.6
1095,2016,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1224,101.3,143.7
1096,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,369,30.6,30.5
1097,2016,Diabetes Mellitus (E10-E14),Male,Hispanic,217,18,25.8
1098,2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,191,15.8,24.9
1099,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,177,14.7,16.4
1100,2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,170,14.1,19.7
1101,2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,146,12.1,18.4
1102,2016,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Hispanic,146,12.1,13.9
1103,2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Hispanic,99,8.2,13.1
1104,2016,All Other Causes,Male,Hispanic,1233,102.1,135.7
1105,2016,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,683,115,121.1
1106,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,603,101.5,117.8
1107,2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,113,19,22.9
1108,2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,95,16,18.1
1109,2016,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,76,12.8,14.2
1110,2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,75,12.6,15.6
1111,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,60,10.1,11.1
1112,2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,48,8.1,9.8
1113,2016,Alzheimer's Disease (G30),Male,Asian and Pacific Islander,37,6.2,9.1
1114,2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Asian and Pacific Islander,32,5.4,5.4
1115,2016,All Other Causes,Male,Asian and Pacific Islander,449,75.6,85.1
1116,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic White,4054,303.4,239.3
1117,2016,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic White,3090,231.3,188.1
1118,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic White,482,36.1,33.3
1119,2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic White,461,34.5,26.7
1120,2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic White,332,24.8,19.8
1121,2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic White,317,23.7,18.6
1122,2016,Diabetes Mellitus (E10-E14),Male,Non-Hispanic White,252,18.9,15.4
1123,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic White,244,18.3,15.9
1124,2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Non-Hispanic White,176,13.2,11.7
1125,2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic White,151,11.3,8.9
1126,2016,All Other Causes,Male,Non-Hispanic White,2381,178.2,146.5
1127,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic Black,2106,244.9,271.1
1128,2016,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic Black,1611,187.4,199.6
1129,2016,Diabetes Mellitus (E10-E14),Male,Non-Hispanic Black,313,36.4,39.9
1130,2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic Black,258,30,34.5
1131,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic Black,258,30,27.6
1132,2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic Black,220,25.6,28.6
1133,2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic Black,183,21.3,23.5
1134,2016,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",Male,Non-Hispanic Black,168,19.5,19.7
1135,2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic Black,161,18.7,20.8
1136,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic Black,153,17.8,18.4
1137,2016,All Other Causes,Male,Non-Hispanic Black,1375,159.9,170.5
1165,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1485,115.9,120.3
1166,2016,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1162,90.7,93.1
1167,2016,Diabetes Mellitus (E10-E14),Female,Hispanic,231,18,18.6
1168,2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,204,15.9,16.4
1169,2016,Alzheimer's Disease (G30),Female,Hispanic,203,15.8,16.5
1170,2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,195,15.2,15.8
1171,2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,168,13.1,13.6
1172,2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,131,10.2,10.5
1173,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,90,7,6.9
1174,2016,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Hispanic,59,4.6,4.7
1175,2016,All Other Causes,Female,Hispanic,1147,89.5,91.9
1176,2016,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,565,86.4,83.1
1177,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,530,81.1,82.6
1178,2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,118,18.1,18.3
1179,2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,92,14.1,14.5
1180,2016,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,73,11.2,11.2
1181,2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,58,8.9,9.2
1182,2016,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,49,7.5,7.7
1183,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,43,6.6,6.5
1184,2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,39,6,6.1
1185,2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Female,Asian and Pacific Islander,29,4.4,4.1
1186,2016,All Other Causes,Female,Asian and Pacific Islander,385,58.9,60.9
1187,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic White,4306,307.3,156.3
1188,2016,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic White,3102,221.4,149
1189,2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic White,471,33.6,19.5
1190,2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic White,450,32.1,17.1
1191,2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic White,404,28.8,15.2
1192,2016,Alzheimer's Disease (G30),Female,Non-Hispanic White,361,25.8,11.8
1193,2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic White,219,15.6,8.2
1194,2016,Diabetes Mellitus (E10-E14),Female,Non-Hispanic White,183,13.1,8
1195,2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,156,11.1,7.2
1196,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic White,138,9.8,9.4
1197,2016,All Other Causes,Female,Non-Hispanic White,2416,172.4,102.4
1198,2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic Black,2303,221.5,171.1
1199,2016,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic Black,1864,179.3,145
1200,2016,Diabetes Mellitus (E10-E14),Female,Non-Hispanic Black,399,38.4,30.8
1201,2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic Black,276,26.5,20.7
1202,2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic Black,226,21.7,16.7
1203,2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic Black,218,21,16.8
1204,2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic Black,212,20.4,16.1
1205,2016,Alzheimer's Disease (G30),Female,Non-Hispanic Black,158,15.2,11.1
1206,2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic Black,101,9.7,8.6
1207,2016,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Non-Hispanic Black,91,8.8,7.8
1208,2016,All Other Causes,Female,Non-Hispanic Black,1585,152.5,127.8
1239,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1410,116.8,182
1240,2015,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1175,97.3,140.9
1241,2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,261,21.6,21.7
1242,2015,Diabetes Mellitus (E10-E14),Male,Hispanic,225,18.6,26.2
1243,2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,196,16.2,26.1
1244,2015,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,178,14.7,22.2
1245,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,178,14.7,17.2
1246,2015,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,166,13.8,17.1
1247,2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,153,12.7,20
1248,2015,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Hispanic,105,8.7,13.4
1249,2015,All Other Causes,Male,Hispanic,1196,99.1,135.8
1250,2015,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,668,113,123.1
1251,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,610,103.2,122.8
1252,2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,108,18.3,23.2
1253,2015,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,90,15.2,17.2
1254,2015,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,85,14.4,16.4
1255,2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,76,12.9,16.3
1256,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,64,10.8,12.3
1257,2015,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,50,8.5,10.3
1258,2015,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,39,6.6,6.5
1259,2015,Parkinson's Disease (G20),Male,Asian and Pacific Islander,30,5.1,6.6
1260,2015,All Other Causes,Male,Asian and Pacific Islander,454,76.8,90.9
1261,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic White,4015,298.5,239.2
1262,2015,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic White,3020,224.5,186.1
1263,2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic White,449,33.4,26.6
1264,2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic White,364,27.1,21.8
1265,2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic White,342,25.4,23.6
1266,2015,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic White,316,23.5,18.8
1267,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic White,287,21.3,18.3
1268,2015,Diabetes Mellitus (E10-E14),Male,Non-Hispanic White,246,18.3,15
1269,2015,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Non-Hispanic White,181,13.5,11.9
1270,2015,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic White,170,12.6,10
1271,2015,Alzheimer's Disease (G30),Male,Non-Hispanic White,170,12.6,9.6
1272,2015,All Other Causes,Male,Non-Hispanic White,2288,170.1,142.3
1273,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic Black,2033,235.7,265.9
1274,2015,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic Black,1523,176.6,194.1
1275,2015,Diabetes Mellitus (E10-E14),Male,Non-Hispanic Black,345,40,44.7
1276,2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic Black,225,26.1,31.1
1277,2015,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic Black,206,23.9,26.1
1278,2015,"Assault (Homicide: Y87.1, X85-Y09)",Male,Non-Hispanic Black,196,22.7,23
1279,2015,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Non-Hispanic Black,185,21.4,20.7
1280,2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic Black,177,20.5,23.2
1281,2015,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic Black,167,19.4,22.4
1282,2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic Black,155,18,16.6
1283,2015,All Other Causes,Male,Non-Hispanic Black,1418,164.4,182.7
1311,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1361,106.5,113.4
1312,2015,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1193,93.3,97.4
1313,2015,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,208,16.3,17.3
1314,2015,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,197,15.4,16.3
1315,2015,Diabetes Mellitus (E10-E14),Female,Hispanic,196,15.3,16.3
1316,2015,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,183,14.3,15.1
1317,2015,Alzheimer's Disease (G30),Female,Hispanic,176,13.8,14.8
1318,2015,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,98,7.7,8.2
1319,2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,78,6.1,6
1320,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Hispanic,65,5.1,5.3
1321,2015,All Other Causes,Female,Hispanic,1184,92.6,97
1322,2015,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,515,79.7,78.9
1323,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,498,77.1,81.6
1324,2015,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,95,14.7,15.3
1325,2015,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,89,13.8,14.7
1326,2015,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,71,11,11.5
1327,2015,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,50,7.7,8.4
1328,2015,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,41,6.3,6.7
1329,2015,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,36,5.6,5.4
1330,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,34,5.3,5.4
1331,2015,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,30,4.6,4.9
1332,2015,All Other Causes,Female,Asian and Pacific Islander,345,53.4,56.3
1333,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic White,4494,318,161.8
1334,2015,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic White,3130,221.5,149.9
1335,2015,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic White,521,36.9,19.3
1336,2015,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic White,503,35.6,20.7
1337,2015,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic White,422,29.9,15.5
1338,2015,Alzheimer's Disease (G30),Female,Non-Hispanic White,378,26.7,11.9
1339,2015,Diabetes Mellitus (E10-E14),Female,Non-Hispanic White,239,16.9,10.4
1340,2015,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic White,226,16,8.6
1341,2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,191,13.5,8.9
1342,2015,Septicemia (A40-A41),Female,Non-Hispanic White,127,9,5.2
1343,2015,All Other Causes,Female,Non-Hispanic White,2489,176.1,108.6
1344,2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic Black,2344,224.2,177.7
1345,2015,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic Black,1872,179.1,148.1
1346,2015,Diabetes Mellitus (E10-E14),Female,Non-Hispanic Black,392,37.5,30.5
1347,2015,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic Black,307,29.4,23.6
1348,2015,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic Black,261,25,19.7
1349,2015,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic Black,232,22.2,17.5
1350,2015,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic Black,223,21.3,17.6
1351,2015,Alzheimer's Disease (G30),Female,Non-Hispanic Black,147,14.1,10.7
1352,2015,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Non-Hispanic Black,92,8.8,7.8
1353,2015,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Non-Hispanic Black,79,7.6,6.2
1354,2015,All Other Causes,Female,Non-Hispanic Black,1599,153,129.5
